2021-12-22 19:56:15,138 - INFO - **************common.configs**********
2021-12-22 19:56:15,138 - INFO - use_gpu: True, use_xpu: False, use_visual: False, train_batch_size: 512, train_data_dir: ./data/big_data/train, epochs: 1, print_interval: 500, model_save_path: output_model_flen_0
2021-12-22 19:56:15,138 - INFO - **************common.configs**********
W1222 19:56:15.139465 32987 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
W1222 19:56:15.143121 32987 device_context.cc:465] device: 0, cuDNN Version: 7.6.
2021-12-22 19:56:21,276 - INFO - read data
2021-12-22 19:56:21,276 - INFO - reader path:avazu_reader
/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/tensor/creation.py:130: DeprecationWarning: `np.object` is a deprecated alias for the builtin `object`. To silence this warning, use `object` by itself. Doing this will not modify any behavior and is safe. 
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  if data.dtype == np.object:
2021-12-22 20:14:54,741 - INFO - epoch: 0, batch_id: 18000, auc:0.766768, loss:0.3268863, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05909 sec, avg_samples: 512.00000, ips: 8664.93166 ins/s
2021-12-22 20:15:24,405 - INFO - epoch: 0, batch_id: 18500, auc:0.766130, loss:0.3445528, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05919 sec, avg_samples: 512.00000, ips: 8649.92884 ins/s
2021-12-22 20:15:54,864 - INFO - epoch: 0, batch_id: 19000, auc:0.765603, loss:0.40155464, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.06078 sec, avg_samples: 512.00000, ips: 8424.06066 ins/s
2021-12-22 20:16:25,611 - INFO - epoch: 0, batch_id: 19500, auc:0.765874, loss:0.33670962, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.06136 sec, avg_samples: 512.00000, ips: 8344.45981 ins/s
2021-12-22 20:16:54,288 - INFO - epoch: 0, batch_id: 20000, auc:0.766588, loss:0.35910276, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05722 sec, avg_samples: 512.00000, ips: 8948.50453 ins/s
2021-12-22 20:17:26,016 - INFO - epoch: 0, batch_id: 20500, auc:0.766308, loss:0.36370546, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.06332 sec, avg_samples: 512.00000, ips: 8086.14018 ins/s
2021-12-22 20:17:56,222 - INFO - epoch: 0, batch_id: 21000, auc:0.765929, loss:0.36446276, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06028 sec, avg_samples: 512.00000, ips: 8494.18239 ins/s
2021-12-22 20:18:26,916 - INFO - epoch: 0, batch_id: 21500, auc:0.765566, loss:0.3382702, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.06125 sec, avg_samples: 512.00000, ips: 8359.07246 ins/s
2021-12-22 20:18:56,440 - INFO - epoch: 0, batch_id: 22000, auc:0.765788, loss:0.39363152, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05891 sec, avg_samples: 512.00000, ips: 8691.16982 ins/s
2021-12-22 20:19:26,051 - INFO - epoch: 0, batch_id: 22500, auc:0.765985, loss:0.3829361, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05908 sec, avg_samples: 512.00000, ips: 8665.56522 ins/s
2021-12-22 20:19:55,712 - INFO - epoch: 0, batch_id: 23000, auc:0.766032, loss:0.3706601, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05918 sec, avg_samples: 512.00000, ips: 8651.14379 ins/s
